entity_label,entity_text,Unnamed: 0
PERCENT,less than 10%,
PERCENT,less than 10%,
PERCENT,less than 10%,
PERCENT,less than 10%,
PERCENT,less than 10%,
PERCENT,less than 10%,
PERCENT,more than 90%,
PERCENT,more than 90%,
PERCENT,more than 90%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,more than 90%,
PERCENT,more than 90%,
PERCENT,more than 90%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,3%,
PERCENT,59%,
PERCENT,more than 30%,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,25%,
PERCENT,75%,
PERCENT,25%,
PERCENT,75%,
PERCENT,25%,
PERCENT,75%,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,Ninety-six percent,
PERCENT,93 percent,
PERCENT,25%,
PERCENT,75%,
PERCENT,25%,
PERCENT,75%,
PERCENT,25%,
PERCENT,75%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,40%,
PERCENT,Only 5%,
PERCENT,18%,
PERCENT,10%,
PERCENT,10%,
PERCENT,10%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,well over 100 percent,
PERCENT,10%,
PERCENT,well over 100 percent,
PERCENT,10%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,52% to 41%,
PERCENT,42% to 30%,
PERCENT,40% to 31%,
PERCENT,50% to 42%,
PERCENT,56% to 49%,
PERCENT,53% to 51%,
PERCENT,well over 100 percent,
PERCENT,10%,
PERCENT,well over 100 percent,
PERCENT,10%,
PERCENT,15%,
PERCENT,15%,
PERCENT,15%,
PERCENT,around 92%,
PERCENT,around 92%,
PERCENT,around 92%,
PERCENT,around 92%,
PERCENT,around 92%,
PERCENT,around 92%,
PERCENT,70%,
PERCENT,70%,
PERCENT,70%,
PERCENT,70%,
PERCENT,70%,
PERCENT,70%,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,11.2 percent,
PERCENT,13.8 percent,
PERCENT,1.3 percent,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,around 97%,
PERCENT,around 87%,
PERCENT,around 82%,
PERCENT,around 68%,
PERCENT,around 94%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,25-35%,
PERCENT,77%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,Around 75%,
PERCENT,68%,
PERCENT,20%,
PERCENT,20%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,as much as 20%,
PERCENT,20%,
PERCENT,75%,
PERCENT,68%,
PERCENT,75%,
PERCENT,63%,
PERCENT,more than 94%,
PERCENT,more than 94%,
PERCENT,more than 94%,
PERCENT,Nearly 70%,
PERCENT,Nearly 70%,
PERCENT,Nearly 70%,
PERCENT,more than 94%,
PERCENT,more than 94%,
PERCENT,more than 94%,
PERCENT,Nearly 70%,
PERCENT,Nearly 70%,
PERCENT,Nearly 70%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,30%,
PERCENT,20 to 30%,
PERCENT,20 to 30%,
PERCENT,20 to 30%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,20 to 30%,
PERCENT,20 to 30%,
PERCENT,20 to 30%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,Nearly 70%,
PERCENT,55%,
PERCENT,75-70%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,91%,
PERCENT,about 93%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Just 74%,
PERCENT,70%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,more than 60%,
PERCENT,99.5%,
PERCENT,70%,
PERCENT,100%,
PERCENT,98%,
PERCENT,98%,
PERCENT,98%,
PERCENT,98%,
PERCENT,98%,
PERCENT,98%,
PERCENT,50%,
PERCENT,100%,
PERCENT,50%,
PERCENT,100%,
PERCENT,50%,
PERCENT,100%,
PERCENT,50%,
PERCENT,100%,
PERCENT,50%,
PERCENT,100%,
PERCENT,50%,
PERCENT,100%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,nearly 80%,
PERCENT,69%,
PERCENT,some 50%,
PERCENT,about 1%,
PERCENT,about 6%,
PERCENT,68%,
PERCENT,about 1%,
PERCENT,about 6%,
PERCENT,68%,
PERCENT,about 1%,
PERCENT,about 6%,
PERCENT,68%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,90%,
PERCENT,93%,
PERCENT,98%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,100%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,Nearly 70%,
PERCENT,89%,
PERCENT,75%,
PERCENT,75%,
PERCENT,62%,
PERCENT,approximately 20%,
PERCENT,approximately 20%,
PERCENT,approximately 20%,
PERCENT,approximately 20%,
PERCENT,approximately 20%,
PERCENT,approximately 20%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,around 87%,
PERCENT,90%,
PERCENT,97%,
PERCENT,97%,
PERCENT,Seventy-two percent,
PERCENT,Seventy-two percent,
PERCENT,Seventy-two percent,
PERCENT,Seventy-two percent,
PERCENT,Seventy-two percent,
PERCENT,Seventy-two percent,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,50%,
PERCENT,more than 81%,
PERCENT,80%,
PERCENT,70%,
PERCENT,nearly 70%,
PERCENT,More than 60%,
PERCENT,nearly 70%,
PERCENT,More than 60%,
PERCENT,nearly 70%,
PERCENT,More than 60%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,about 20%,
PERCENT,74%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,less than 1%,
PERCENT,about 60%,
PERCENT,At least 63%,
PERCENT,about 60%,
PERCENT,At least 63%,
PERCENT,about 60%,
PERCENT,At least 63%,
PERCENT,about 60%,
PERCENT,At least 63%,
PERCENT,about 60%,
PERCENT,At least 63%,
PERCENT,about 60%,
PERCENT,At least 63%,
LOC,South America,
LOC,Veterans Park,
LOC,Veterans Park,
LOC,South America,
LOC,Veterans Park,
LOC,Veterans Park,
LOC,West Virginia,
LOC,West Virginia,
EVENT,Delta,
LOC,Southeast,
EVENT,Delta,
LOC,Southeast,
EVENT,Delta,
LOC,Southeast,
EVENT,Delta,
LOC,Southeast,
EVENT,Delta,
LOC,Southeast,
EVENT,Delta,
LOC,Southeast,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southeast,
LOC,Southeast,
LOC,Southeast,
LOC,Atlantic,
LOC,Northeast,
LOC,Midwest,
LOC,Europe,
LOC,Atlantic,
LOC,Northeast,
LOC,Midwest,
LOC,Europe,
LOC,Atlantic,
LOC,Northeast,
LOC,Midwest,
LOC,Europe,
LOC,Atlantic,
LOC,Atlantic,
LOC,the Southern District,
LOC,the Southern District,
LOC,the Southern District,
LOC,the Southern District,
LOC,Blackheath in Cape Town,
LOC,Blackheath in Cape Town,
LOC,Blackheath in Cape Town,
LOC,Blackheath in Cape Town,
LOC,Blackheath in Cape Town,
LOC,Blackheath in Cape Town,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,the Safe Schools to Safe Steps Incentive Program,
LOC,the Safe Schools to Safe Steps Incentive Program,
LOC,the Safe Schools to Safe Steps Incentive Program,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,the Hudson River,
LOC,the Hudson River,
LOC,the Hudson River,
LOC,the Hudson River,
LOC,the Hudson River,
LOC,the Hudson River,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,the Bay Area,
LOC,the Valley Fair Mall,
LOC,Veterans Park,
LOC,Veterans Park,
LOC,Indian Harbour Beach,
LOC,Indian Harbour Beach,
LOC,Indian Harbour Beach,
LOC,Veterans Park,
LOC,Veterans Park,
LOC,Indian Harbour Beach,
LOC,Indian Harbour Beach,
LOC,Indian Harbour Beach,
LOC,Africa,
LOC,Africa,
LOC,Africa,
LOC,Africa,
LOC,Africa,
LOC,Africa,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,LAFD Valley Recruit,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Magnificent Mile,
LOC,the South Side,
LOC,Magnificent Mile,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,South Lakes Elementary,
LOC,South Lakes Elementary,
LOC,South Lakes Elementary,
LOC,South Lakes Elementary,
LOC,South Lakes Elementary,
LOC,South Lakes Elementary,
LOC,Everest,
LOC,Everest,
LOC,Everest,
LOC,the Getty Mansion,
LOC,the Getty Mansion,
LOC,the Getty Mansion,
LOC,the Getty Mansion,
LOC,Memphis,
LOC,Memphis,
LOC,Memphis,
LOC,Memphis,
LOC,Memphis,
LOC,Memphis,
LOC,the South Lawn,
LOC,the South Lawn,
LOC,the South Lawn,
LOC,the South Lawn,
LOC,the South Lawn,
LOC,the South Lawn,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Columbus Circle,
LOC,Columbus Circle,
LOC,Mt. Sinai Morningside,
LOC,Bensonhurst,
LOC,Bensonhurst,
LOC,Bensonhurst,
LOC,Bensonhurst,
LOC,Bensonhurst,
LOC,Bensonhurst,
LOC,Staten Island,
LOC,Staten Island,
LOC,Staten Island,
LOC,Staten Island,
LOC,Staten Island,
LOC,Staten Island,
LOC,NYC,
LOC,NYC,
LOC,NYC,
LOC,NYC,
LOC,NYC,
LOC,NYC,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
LOC,Rikers Island,
EVENT,Vaccine Mandate,
EVENT,Vaccine Mandate,
EVENT,Vaccine Mandate,
EVENT,Vaccine Mandate,
EVENT,Vaccine Mandate,
EVENT,Vaccine Mandate,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,the Rainier Valley,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,San Quentin State Prison,
LOC,the Upper West Side,
LOC,the Upper West Side,
LOC,the Upper West Side,
LOC,the Upper West Side,
LOC,the Upper West Side,
LOC,the Upper West Side,
LOC,South Florida,
LOC,South Florida,
LOC,South Florida,
LOC,South Florida,
LOC,South Florida,
LOC,South Florida,
LOC,West Coast,
LOC,West Coast,
LOC,West Coast,
LOC,West Coast,
LOC,West Coast,
LOC,West Coast,
LOC,the Brooklyn Pier,
LOC,the Foley Square,
LOC,the Brooklyn Pier,
LOC,the Foley Square,
LOC,the Brooklyn Pier,
LOC,the Foley Square,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,Southern California,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,County,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,Bay Area,
LOC,the Broward County Jail,
LOC,the Broward County Jail,
LOC,the Broward County Jail,
LOC,the Broward County Jail,
LOC,the Broward County Jail,
LOC,the Broward County Jail,
PRODUCT,The USS Milwaukee,
PRODUCT,The USS Milwaukee,
PRODUCT,The USS Milwaukee,
PRODUCT,The USS Milwaukee,
PRODUCT,The USS Milwaukee,
PRODUCT,The USS Milwaukee,
EVENT,COVID-1D CONCERNED COLLEGES GOING REMOTE IN,
PRODUCT,VAX MANDATE WOULD,
EVENT,COVID-1D CONCERNED COLLEGES GOING REMOTE IN,
PRODUCT,VAX MANDATE WOULD,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Air Force One,
PRODUCT,Air Force One,
PRODUCT,Air Force One,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Air Force One,
PRODUCT,Air Force One,
PRODUCT,Air Force One,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Twitter,
PRODUCT,Twitter,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Air Force,
PRODUCT,Air Force,
PRODUCT,Air Force,
EVENT,COVID-19 OMICRON,
EVENT,COVID-19 OMICRON,
EVENT,COVID-19 OMICRON,
EVENT,COVID-19 OMICRON,
EVENT,COVID-19 OMICRON,
EVENT,COVID-19 OMICRON,
PRODUCT,Ducey,
EVENT,COVID-19,
PRODUCT,Ducey,
EVENT,COVID-19,
PRODUCT,Ducey,
EVENT,COVID-19,
PRODUCT,Ducey,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,MS-13,
EVENT,COVID-19,
PRODUCT,MS-13,
EVENT,COVID-19,
PRODUCT,MS-13,
EVENT,COVID-19,
PRODUCT,MS-13,
EVENT,COVID-19,
PRODUCT,MS-13,
EVENT,COVID-19,
PRODUCT,MS-13,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
PRODUCT,D614G,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,Connect,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,New Yorker,
EVENT,COVID-19,
PRODUCT,New Yorker,
EVENT,COVID-19,
PRODUCT,New Yorker,
EVENT,COVID-19,
PRODUCT,New Yorker,
EVENT,COVID-19,
PRODUCT,New Yorker,
EVENT,COVID-19,
PRODUCT,New Yorker,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
PRODUCT,K-12,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,Twitter,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
PRODUCT,DeSantis,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Notes,
PRODUCT,Notes,
PRODUCT,Notes,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,Notes,
PRODUCT,Notes,
PRODUCT,Notes,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,C-17,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
PRODUCT,Twitter,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,F–k de Blasio,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
EVENT,COVID-19,
PRODUCT,DeSantis,
EVENT,COVID-19,
PRODUCT,DeSantis,
EVENT,COVID-19,
PRODUCT,DeSantis,
EVENT,COVID-19,
PRODUCT,DeSantis,
